"","male","male_p","age","subject","top_1","top_2","bottom_1","bottom_2","d"
"9821",1,1,33,393,120,120,140,80,1
"9822",1,1,33,393,100,20,100,100,1
"9823",1,1,33,393,120,0,140,100,1
"9824",1,1,33,393,160,80,140,160,1
"9825",1,1,33,393,200,0,180,20,0
"9826",1,1,41,394,140,140,120,180,0
"9827",1,1,41,394,140,0,120,140,1
"9828",1,1,41,394,140,120,80,80,0
"9829",1,1,41,394,140,100,100,40,0
"9830",1,1,41,394,100,140,100,200,1
"9831",1,1,41,394,80,0,140,100,1
"9832",1,1,41,394,160,40,120,80,0
"9833",1,1,41,394,120,40,140,100,1
"9834",1,1,41,394,140,160,160,120,1
"9835",1,1,41,394,100,100,200,0,1
"9836",1,1,41,394,100,200,100,100,0
"9837",1,1,41,394,80,40,140,100,1
"9838",1,1,41,394,140,20,120,100,1
"9839",1,1,41,394,120,80,100,100,0
"9840",1,1,41,394,100,140,100,60,0
"9841",1,1,41,394,160,0,100,100,1
"9842",1,1,41,394,120,0,140,140,1
"9843",1,1,41,394,120,120,140,40,0
"9844",1,1,41,394,140,140,120,80,0
"9845",1,1,41,394,80,80,140,40,1
"9846",1,1,41,394,120,120,140,80,1
"9847",1,1,41,394,100,20,100,100,1
"9848",1,1,41,394,120,0,140,100,1
"9849",1,1,41,394,160,80,140,160,1
"9850",1,1,41,394,200,0,180,20,1
"9851",0,0,26,395,140,140,120,180,0
"9852",0,0,26,395,140,0,120,140,1
"9853",0,0,26,395,140,120,80,80,0
"9854",0,0,26,395,140,100,100,40,0
"9855",0,0,26,395,100,140,100,200,0
"9856",0,0,26,395,80,0,140,100,1
"9857",0,0,26,395,160,40,120,80,1
"9858",0,0,26,395,120,40,140,100,1
"9859",0,0,26,395,140,160,160,120,1
"9860",0,0,26,395,100,100,200,0,0
"9861",0,0,26,395,100,200,100,100,1
"9862",0,0,26,395,80,40,140,100,1
"9863",0,0,26,395,140,20,120,100,1
"9864",0,0,26,395,120,80,100,100,1
"9865",0,0,26,395,100,140,100,60,0
"9866",0,0,26,395,160,0,100,100,1
"9867",0,0,26,395,120,0,140,140,1
"9868",0,0,26,395,120,120,140,40,0
"9869",0,0,26,395,140,140,120,80,0
"9870",0,0,26,395,80,80,140,40,0
"9871",0,0,26,395,120,120,140,80,0
"9872",0,0,26,395,100,20,100,100,1
"9873",0,0,26,395,120,0,140,100,1
"9874",0,0,26,395,160,80,140,160,1
"9875",0,0,26,395,200,0,180,20,1
"9876",1,0,22,396,140,140,120,180,0
"9877",1,0,22,396,140,0,120,140,1
"9878",1,0,22,396,140,120,80,80,0
"9879",1,0,22,396,140,100,100,40,0
"9880",1,0,22,396,100,140,100,200,1
"9881",1,0,22,396,80,0,140,100,1
"9882",1,0,22,396,160,40,120,80,0
"9883",1,0,22,396,120,40,140,100,1
"9884",1,0,22,396,140,160,160,120,0
"9885",1,0,22,396,100,100,200,0,1
"9886",1,0,22,396,100,200,100,100,0
"9887",1,0,22,396,80,40,140,100,1
"9888",1,0,22,396,140,20,120,100,1
"9889",1,0,22,396,120,80,100,100,0
"9890",1,0,22,396,100,140,100,60,0
"9891",1,0,22,396,160,0,100,100,1
"9892",1,0,22,396,120,0,140,140,1
"9893",1,0,22,396,120,120,140,40,0
"9894",1,0,22,396,140,140,120,80,0
"9895",1,0,22,396,80,80,140,40,1
"9896",1,0,22,396,120,120,140,80,0
"9897",1,0,22,396,100,20,100,100,1
"9898",1,0,22,396,120,0,140,100,1
"9899",1,0,22,396,160,80,140,160,1
"9900",1,0,22,396,200,0,180,20,1
"9901",1,0,30,397,140,140,120,180,0
"9902",1,0,30,397,140,0,120,140,1
"9903",1,0,30,397,140,120,80,80,0
"9904",1,0,30,397,140,100,100,40,0
"9905",1,0,30,397,100,140,100,200,1
"9906",1,0,30,397,80,0,140,100,1
"9907",1,0,30,397,160,40,120,80,1
"9908",1,0,30,397,120,40,140,100,1
"9909",1,0,30,397,140,160,160,120,0
"9910",1,0,30,397,100,100,200,0,0
"9911",1,0,30,397,100,200,100,100,0
"9912",1,0,30,397,80,40,140,100,1
"9913",1,0,30,397,140,20,120,100,1
"9914",1,0,30,397,120,80,100,100,1
"9915",1,0,30,397,100,140,100,60,0
"9916",1,0,30,397,160,0,100,100,1
"9917",1,0,30,397,120,0,140,140,1
"9918",1,0,30,397,120,120,140,40,0
"9919",1,0,30,397,140,140,120,80,0
"9920",1,0,30,397,80,80,140,40,0
"9921",1,0,30,397,120,120,140,80,0
"9922",1,0,30,397,100,20,100,100,1
"9923",1,0,30,397,120,0,140,100,1
"9924",1,0,30,397,160,80,140,160,1
"9925",1,0,30,397,200,0,180,20,1
"9926",1,1,26,398,140,140,120,180,0
"9927",1,1,26,398,140,0,120,140,1
"9928",1,1,26,398,140,120,80,80,0
"9929",1,1,26,398,140,100,100,40,0
"9930",1,1,26,398,100,140,100,200,0
"9931",1,1,26,398,80,0,140,100,1
"9932",1,1,26,398,160,40,120,80,0
"9933",1,1,26,398,120,40,140,100,1
"9934",1,1,26,398,140,160,160,120,1
"9935",1,1,26,398,100,100,200,0,1
"9936",1,1,26,398,100,200,100,100,1
"9937",1,1,26,398,80,40,140,100,1
"9938",1,1,26,398,140,20,120,100,1
"9939",1,1,26,398,120,80,100,100,0
"9940",1,1,26,398,100,140,100,60,0
"9941",1,1,26,398,160,0,100,100,0
"9942",1,1,26,398,120,0,140,140,1
"9943",1,1,26,398,120,120,140,40,0
"9944",1,1,26,398,140,140,120,80,0
"9945",1,1,26,398,80,80,140,40,1
"9946",1,1,26,398,120,120,140,80,1
"9947",1,1,26,398,100,20,100,100,1
"9948",1,1,26,398,120,0,140,100,1
"9949",1,1,26,398,160,80,140,160,0
"9950",1,1,26,398,200,0,180,20,0
"9951",0,1,40,399,140,140,120,180,0
"9952",0,1,40,399,140,0,120,140,1
"9953",0,1,40,399,140,120,80,80,0
"9954",0,1,40,399,140,100,100,40,0
"9955",0,1,40,399,100,140,100,200,1
"9956",0,1,40,399,80,0,140,100,1
"9957",0,1,40,399,160,40,120,80,1
"9958",0,1,40,399,120,40,140,100,1
"9959",0,1,40,399,140,160,160,120,0
"9960",0,1,40,399,100,100,200,0,0
"9961",0,1,40,399,100,200,100,100,0
"9962",0,1,40,399,80,40,140,100,1
"9963",0,1,40,399,140,20,120,100,1
"9964",0,1,40,399,120,80,100,100,1
"9965",0,1,40,399,100,140,100,60,0
"9966",0,1,40,399,160,0,100,100,1
"9967",0,1,40,399,120,0,140,140,1
"9968",0,1,40,399,120,120,140,40,0
"9969",0,1,40,399,140,140,120,80,0
"9970",0,1,40,399,80,80,140,40,0
"9971",0,1,40,399,120,120,140,80,0
"9972",0,1,40,399,100,20,100,100,1
"9973",0,1,40,399,120,0,140,100,1
"9974",0,1,40,399,160,80,140,160,1
"9975",0,1,40,399,200,0,180,20,1
"9976",1,0,46,400,140,140,120,180,1
"9977",1,0,46,400,140,0,120,140,1
"9978",1,0,46,400,140,120,80,80,0
"9979",1,0,46,400,140,100,100,40,0
"9980",1,0,46,400,100,140,100,200,1
"9981",1,0,46,400,80,0,140,100,1
"9982",1,0,46,400,160,40,120,80,1
"9983",1,0,46,400,120,40,140,100,1
"9984",1,0,46,400,140,160,160,120,0
"9985",1,0,46,400,100,100,200,0,0
"9986",1,0,46,400,100,200,100,100,0
"9987",1,0,46,400,80,40,140,100,1
"9988",1,0,46,400,140,20,120,100,1
"9989",1,0,46,400,120,80,100,100,1
"9990",1,0,46,400,100,140,100,60,0
"9991",1,0,46,400,160,0,100,100,1
"9992",1,0,46,400,120,0,140,140,1
"9993",1,0,46,400,120,120,140,40,0
"9994",1,0,46,400,140,140,120,80,0
"9995",1,0,46,400,80,80,140,40,0
"9996",1,0,46,400,120,120,140,80,0
"9997",1,0,46,400,100,20,100,100,1
"9998",1,0,46,400,120,0,140,100,1
"9999",1,0,46,400,160,80,140,160,1
"10000",1,0,46,400,200,0,180,20,1
"10001",0,0,24,401,140,140,120,180,0
"10002",0,0,24,401,140,0,120,140,1
"10003",0,0,24,401,140,120,80,80,0
"10004",0,0,24,401,140,100,100,40,0
"10005",0,0,24,401,100,140,100,200,0
"10006",0,0,24,401,80,0,140,100,1
"10007",0,0,24,401,160,40,120,80,1
"10008",0,0,24,401,120,40,140,100,1
"10009",0,0,24,401,140,160,160,120,1
"10010",0,0,24,401,100,100,200,0,0
"10011",0,0,24,401,100,200,100,100,1
"10012",0,0,24,401,80,40,140,100,1
"10013",0,0,24,401,140,20,120,100,1
"10014",0,0,24,401,120,80,100,100,1
"10015",0,0,24,401,100,140,100,60,0
"10016",0,0,24,401,160,0,100,100,1
"10017",0,0,24,401,120,0,140,140,1
"10018",0,0,24,401,120,120,140,40,0
"10019",0,0,24,401,140,140,120,80,0
"10020",0,0,24,401,80,80,140,40,1
"10021",0,0,24,401,120,120,140,80,0
"10022",0,0,24,401,100,20,100,100,1
"10023",0,0,24,401,120,0,140,100,1
"10024",0,0,24,401,160,80,140,160,1
"10025",0,0,24,401,200,0,180,20,1
"10026",1,0,47,402,140,140,120,180,1
"10027",1,0,47,402,140,0,120,140,1
"10028",1,0,47,402,140,120,80,80,0
"10029",1,0,47,402,140,100,100,40,0
"10030",1,0,47,402,100,140,100,200,1
"10031",1,0,47,402,80,0,140,100,1
"10032",1,0,47,402,160,40,120,80,1
"10033",1,0,47,402,120,40,140,100,1
"10034",1,0,47,402,140,160,160,120,0
"10035",1,0,47,402,100,100,200,0,0
"10036",1,0,47,402,100,200,100,100,0
"10037",1,0,47,402,80,40,140,100,1
"10038",1,0,47,402,140,20,120,100,1
"10039",1,0,47,402,120,80,100,100,1
"10040",1,0,47,402,100,140,100,60,0
"10041",1,0,47,402,160,0,100,100,1
"10042",1,0,47,402,120,0,140,140,1
"10043",1,0,47,402,120,120,140,40,0
"10044",1,0,47,402,140,140,120,80,0
"10045",1,0,47,402,80,80,140,40,0
"10046",1,0,47,402,120,120,140,80,0
"10047",1,0,47,402,100,20,100,100,1
"10048",1,0,47,402,120,0,140,100,1
"10049",1,0,47,402,160,80,140,160,1
"10050",1,0,47,402,200,0,180,20,1
"10051",0,1,26,403,140,140,120,180,0
"10052",0,1,26,403,140,0,120,140,1
"10053",0,1,26,403,140,120,80,80,0
"10054",0,1,26,403,140,100,100,40,0
"10055",0,1,26,403,100,140,100,200,1
"10056",0,1,26,403,80,0,140,100,1
"10057",0,1,26,403,160,40,120,80,1
"10058",0,1,26,403,120,40,140,100,1
"10059",0,1,26,403,140,160,160,120,0
"10060",0,1,26,403,100,100,200,0,0
"10061",0,1,26,403,100,200,100,100,1
"10062",0,1,26,403,80,40,140,100,1
"10063",0,1,26,403,140,20,120,100,1
"10064",0,1,26,403,120,80,100,100,1
"10065",0,1,26,403,100,140,100,60,0
"10066",0,1,26,403,160,0,100,100,1
"10067",0,1,26,403,120,0,140,140,1
"10068",0,1,26,403,120,120,140,40,0
"10069",0,1,26,403,140,140,120,80,0
"10070",0,1,26,403,80,80,140,40,0
"10071",0,1,26,403,120,120,140,80,0
"10072",0,1,26,403,100,20,100,100,1
"10073",0,1,26,403,120,0,140,100,1
"10074",0,1,26,403,160,80,140,160,1
"10075",0,1,26,403,200,0,180,20,1
"10076",1,0,25,404,140,140,120,180,0
"10077",1,0,25,404,140,0,120,140,1
"10078",1,0,25,404,140,120,80,80,0
"10079",1,0,25,404,140,100,100,40,0
"10080",1,0,25,404,100,140,100,200,1
"10081",1,0,25,404,80,0,140,100,1
"10082",1,0,25,404,160,40,120,80,1
"10083",1,0,25,404,120,40,140,100,1
"10084",1,0,25,404,140,160,160,120,1
"10085",1,0,25,404,100,100,200,0,0
"10086",1,0,25,404,100,200,100,100,0
"10087",1,0,25,404,80,40,140,100,1
"10088",1,0,25,404,140,20,120,100,1
"10089",1,0,25,404,120,80,100,100,1
"10090",1,0,25,404,100,140,100,60,0
"10091",1,0,25,404,160,0,100,100,1
"10092",1,0,25,404,120,0,140,140,1
"10093",1,0,25,404,120,120,140,40,0
"10094",1,0,25,404,140,140,120,80,0
"10095",1,0,25,404,80,80,140,40,0
"10096",1,0,25,404,120,120,140,80,0
"10097",1,0,25,404,100,20,100,100,1
"10098",1,0,25,404,120,0,140,100,1
"10099",1,0,25,404,160,80,140,160,1
"10100",1,0,25,404,200,0,180,20,0
"10101",1,0,47,405,140,140,120,180,0
"10102",1,0,47,405,140,0,120,140,1
"10103",1,0,47,405,140,120,80,80,0
"10104",1,0,47,405,140,100,100,40,0
"10105",1,0,47,405,100,140,100,200,1
"10106",1,0,47,405,80,0,140,100,1
"10107",1,0,47,405,160,40,120,80,1
"10108",1,0,47,405,120,40,140,100,1
"10109",1,0,47,405,140,160,160,120,0
"10110",1,0,47,405,100,100,200,0,0
"10111",1,0,47,405,100,200,100,100,0
"10112",1,0,47,405,80,40,140,100,1
"10113",1,0,47,405,140,20,120,100,1
"10114",1,0,47,405,120,80,100,100,1
"10115",1,0,47,405,100,140,100,60,0
"10116",1,0,47,405,160,0,100,100,1
"10117",1,0,47,405,120,0,140,140,1
"10118",1,0,47,405,120,120,140,40,0
"10119",1,0,47,405,140,140,120,80,0
"10120",1,0,47,405,80,80,140,40,0
"10121",1,0,47,405,120,120,140,80,0
"10122",1,0,47,405,100,20,100,100,1
"10123",1,0,47,405,120,0,140,100,1
"10124",1,0,47,405,160,80,140,160,1
"10125",1,0,47,405,200,0,180,20,1
"10126",0,0,39,406,140,140,120,180,0
"10127",0,0,39,406,140,0,120,140,1
"10128",0,0,39,406,140,120,80,80,0
"10129",0,0,39,406,140,100,100,40,0
"10130",0,0,39,406,100,140,100,200,0
"10131",0,0,39,406,80,0,140,100,1
"10132",0,0,39,406,160,40,120,80,1
"10133",0,0,39,406,120,40,140,100,1
"10134",0,0,39,406,140,160,160,120,0
"10135",0,0,39,406,100,100,200,0,0
"10136",0,0,39,406,100,200,100,100,1
"10137",0,0,39,406,80,40,140,100,1
"10138",0,0,39,406,140,20,120,100,1
"10139",0,0,39,406,120,80,100,100,0
"10140",0,0,39,406,100,140,100,60,0
"10141",0,0,39,406,160,0,100,100,1
"10142",0,0,39,406,120,0,140,140,1
"10143",0,0,39,406,120,120,140,40,0
"10144",0,0,39,406,140,140,120,80,0
"10145",0,0,39,406,80,80,140,40,0
"10146",0,0,39,406,120,120,140,80,0
"10147",0,0,39,406,100,20,100,100,1
"10148",0,0,39,406,120,0,140,100,1
"10149",0,0,39,406,160,80,140,160,1
"10150",0,0,39,406,200,0,180,20,1
"10151",0,0,29,407,140,140,120,180,0
"10152",0,0,29,407,140,0,120,140,1
"10153",0,0,29,407,140,120,80,80,0
"10154",0,0,29,407,140,100,100,40,0
"10155",0,0,29,407,100,140,100,200,0
"10156",0,0,29,407,80,0,140,100,1
"10157",0,0,29,407,160,40,120,80,0
"10158",0,0,29,407,120,40,140,100,1
"10159",0,0,29,407,140,160,160,120,1
"10160",0,0,29,407,100,100,200,0,0
"10161",0,0,29,407,100,200,100,100,1
"10162",0,0,29,407,80,40,140,100,1
"10163",0,0,29,407,140,20,120,100,1
"10164",0,0,29,407,120,80,100,100,1
"10165",0,0,29,407,100,140,100,60,0
"10166",0,0,29,407,160,0,100,100,1
"10167",0,0,29,407,120,0,140,140,1
"10168",0,0,29,407,120,120,140,40,0
"10169",0,0,29,407,140,140,120,80,0
"10170",0,0,29,407,80,80,140,40,1
"10171",0,0,29,407,120,120,140,80,0
"10172",0,0,29,407,100,20,100,100,1
"10173",0,0,29,407,120,0,140,100,1
"10174",0,0,29,407,160,80,140,160,1
"10175",0,0,29,407,200,0,180,20,0
"10176",0,0,33,408,140,140,120,180,0
"10177",0,0,33,408,140,0,120,140,1
"10178",0,0,33,408,140,120,80,80,0
"10179",0,0,33,408,140,100,100,40,0
"10180",0,0,33,408,100,140,100,200,0
"10181",0,0,33,408,80,0,140,100,1
"10182",0,0,33,408,160,40,120,80,0
"10183",0,0,33,408,120,40,140,100,1
"10184",0,0,33,408,140,160,160,120,0
"10185",0,0,33,408,100,100,200,0,0
"10186",0,0,33,408,100,200,100,100,1
"10187",0,0,33,408,80,40,140,100,1
"10188",0,0,33,408,140,20,120,100,1
"10189",0,0,33,408,120,80,100,100,0
"10190",0,0,33,408,100,140,100,60,0
"10191",0,0,33,408,160,0,100,100,1
"10192",0,0,33,408,120,0,140,140,1
"10193",0,0,33,408,120,120,140,40,0
"10194",0,0,33,408,140,140,120,80,0
"10195",0,0,33,408,80,80,140,40,0
"10196",0,0,33,408,120,120,140,80,0
"10197",0,0,33,408,100,20,100,100,1
"10198",0,0,33,408,120,0,140,100,1
"10199",0,0,33,408,160,80,140,160,1
"10200",0,0,33,408,200,0,180,20,1
"10201",0,0,50,409,140,140,120,180,0
"10202",0,0,50,409,140,0,120,140,1
"10203",0,0,50,409,140,120,80,80,0
"10204",0,0,50,409,140,100,100,40,0
"10205",0,0,50,409,100,140,100,200,0
"10206",0,0,50,409,80,0,140,100,1
"10207",0,0,50,409,160,40,120,80,1
"10208",0,0,50,409,120,40,140,100,1
"10209",0,0,50,409,140,160,160,120,0
"10210",0,0,50,409,100,100,200,0,0
"10211",0,0,50,409,100,200,100,100,1
"10212",0,0,50,409,80,40,140,100,1
"10213",0,0,50,409,140,20,120,100,1
"10214",0,0,50,409,120,80,100,100,1
"10215",0,0,50,409,100,140,100,60,0
"10216",0,0,50,409,160,0,100,100,1
"10217",0,0,50,409,120,0,140,140,1
"10218",0,0,50,409,120,120,140,40,0
"10219",0,0,50,409,140,140,120,80,0
"10220",0,0,50,409,80,80,140,40,0
"10221",0,0,50,409,120,120,140,80,0
"10222",0,0,50,409,100,20,100,100,1
"10223",0,0,50,409,120,0,140,100,1
"10224",0,0,50,409,160,80,140,160,1
"10225",0,0,50,409,200,0,180,20,1
"10226",1,0,26,410,140,140,120,180,0
"10227",1,0,26,410,140,0,120,140,1
"10228",1,0,26,410,140,120,80,80,0
"10229",1,0,26,410,140,100,100,40,0
"10230",1,0,26,410,100,140,100,200,1
"10231",1,0,26,410,80,0,140,100,1
"10232",1,0,26,410,160,40,120,80,1
"10233",1,0,26,410,120,40,140,100,1
"10234",1,0,26,410,140,160,160,120,0
"10235",1,0,26,410,100,100,200,0,0
"10236",1,0,26,410,100,200,100,100,0
"10237",1,0,26,410,80,40,140,100,1
"10238",1,0,26,410,140,20,120,100,1
"10239",1,0,26,410,120,80,100,100,0
"10240",1,0,26,410,100,140,100,60,0
"10241",1,0,26,410,160,0,100,100,1
"10242",1,0,26,410,120,0,140,140,1
"10243",1,0,26,410,120,120,140,40,0
"10244",1,0,26,410,140,140,120,80,0
"10245",1,0,26,410,80,80,140,40,1
"10246",1,0,26,410,120,120,140,80,0
"10247",1,0,26,410,100,20,100,100,1
"10248",1,0,26,410,120,0,140,100,1
"10249",1,0,26,410,160,80,140,160,1
"10250",1,0,26,410,200,0,180,20,1
"10251",0,1,34,411,140,140,120,180,0
"10252",0,1,34,411,140,0,120,140,1
"10253",0,1,34,411,140,120,80,80,0
"10254",0,1,34,411,140,100,100,40,0
"10255",0,1,34,411,100,140,100,200,0
"10256",0,1,34,411,80,0,140,100,1
"10257",0,1,34,411,160,40,120,80,1
"10258",0,1,34,411,120,40,140,100,1
"10259",0,1,34,411,140,160,160,120,0
"10260",0,1,34,411,100,100,200,0,0
"10261",0,1,34,411,100,200,100,100,1
"10262",0,1,34,411,80,40,140,100,1
"10263",0,1,34,411,140,20,120,100,1
"10264",0,1,34,411,120,80,100,100,1
"10265",0,1,34,411,100,140,100,60,0
"10266",0,1,34,411,160,0,100,100,1
"10267",0,1,34,411,120,0,140,140,1
"10268",0,1,34,411,120,120,140,40,0
"10269",0,1,34,411,140,140,120,80,0
"10270",0,1,34,411,80,80,140,40,0
"10271",0,1,34,411,120,120,140,80,0
"10272",0,1,34,411,100,20,100,100,1
"10273",0,1,34,411,120,0,140,100,1
"10274",0,1,34,411,160,80,140,160,1
"10275",0,1,34,411,200,0,180,20,1
"10276",0,0,26,412,140,140,120,180,0
"10277",0,0,26,412,140,0,120,140,1
"10278",0,0,26,412,140,120,80,80,0
"10279",0,0,26,412,140,100,100,40,0
"10280",0,0,26,412,100,140,100,200,0
"10281",0,0,26,412,80,0,140,100,1
"10282",0,0,26,412,160,40,120,80,1
"10283",0,0,26,412,120,40,140,100,1
"10284",0,0,26,412,140,160,160,120,1
"10285",0,0,26,412,100,100,200,0,1
"10286",0,0,26,412,100,200,100,100,1
"10287",0,0,26,412,80,40,140,100,1
"10288",0,0,26,412,140,20,120,100,1
"10289",0,0,26,412,120,80,100,100,0
"10290",0,0,26,412,100,140,100,60,0
"10291",0,0,26,412,160,0,100,100,1
"10292",0,0,26,412,120,0,140,140,1
"10293",0,0,26,412,120,120,140,40,0
"10294",0,0,26,412,140,140,120,80,0
"10295",0,0,26,412,80,80,140,40,1
"10296",0,0,26,412,120,120,140,80,0
"10297",0,0,26,412,100,20,100,100,1
"10298",0,0,26,412,120,0,140,100,1
"10299",0,0,26,412,160,80,140,160,1
"10300",0,0,26,412,200,0,180,20,1
"10301",0,0,34,413,140,140,120,180,0
"10302",0,0,34,413,140,0,120,140,1
"10303",0,0,34,413,140,120,80,80,0
"10304",0,0,34,413,140,100,100,40,0
"10305",0,0,34,413,100,140,100,200,0
"10306",0,0,34,413,80,0,140,100,1
"10307",0,0,34,413,160,40,120,80,1
"10308",0,0,34,413,120,40,140,100,1
"10309",0,0,34,413,140,160,160,120,1
"10310",0,0,34,413,100,100,200,0,0
"10311",0,0,34,413,100,200,100,100,1
"10312",0,0,34,413,80,40,140,100,1
"10313",0,0,34,413,140,20,120,100,1
"10314",0,0,34,413,120,80,100,100,1
"10315",0,0,34,413,100,140,100,60,0
"10316",0,0,34,413,160,0,100,100,1
"10317",0,0,34,413,120,0,140,140,1
"10318",0,0,34,413,120,120,140,40,0
"10319",0,0,34,413,140,140,120,80,0
"10320",0,0,34,413,80,80,140,40,0
"10321",0,0,34,413,120,120,140,80,0
"10322",0,0,34,413,100,20,100,100,1
"10323",0,0,34,413,120,0,140,100,1
"10324",0,0,34,413,160,80,140,160,1
"10325",0,0,34,413,200,0,180,20,1
"10326",1,0,27,414,140,140,120,180,0
"10327",1,0,27,414,140,0,120,140,1
"10328",1,0,27,414,140,120,80,80,0
"10329",1,0,27,414,140,100,100,40,0
"10330",1,0,27,414,100,140,100,200,1
"10331",1,0,27,414,80,0,140,100,1
"10332",1,0,27,414,160,40,120,80,0
"10333",1,0,27,414,120,40,140,100,1
"10334",1,0,27,414,140,160,160,120,0
"10335",1,0,27,414,100,100,200,0,0
"10336",1,0,27,414,100,200,100,100,0
"10337",1,0,27,414,80,40,140,100,1
"10338",1,0,27,414,140,20,120,100,1
"10339",1,0,27,414,120,80,100,100,1
"10340",1,0,27,414,100,140,100,60,0
"10341",1,0,27,414,160,0,100,100,1
"10342",1,0,27,414,120,0,140,140,1
"10343",1,0,27,414,120,120,140,40,0
"10344",1,0,27,414,140,140,120,80,0
"10345",1,0,27,414,80,80,140,40,1
"10346",1,0,27,414,120,120,140,80,0
"10347",1,0,27,414,100,20,100,100,1
"10348",1,0,27,414,120,0,140,100,1
"10349",1,0,27,414,160,80,140,160,1
"10350",1,0,27,414,200,0,180,20,1
"10351",0,0,49,415,140,140,120,180,0
"10352",0,0,49,415,140,0,120,140,1
"10353",0,0,49,415,140,120,80,80,0
"10354",0,0,49,415,140,100,100,40,0
"10355",0,0,49,415,100,140,100,200,0
"10356",0,0,49,415,80,0,140,100,1
"10357",0,0,49,415,160,40,120,80,1
"10358",0,0,49,415,120,40,140,100,1
"10359",0,0,49,415,140,160,160,120,0
"10360",0,0,49,415,100,100,200,0,0
"10361",0,0,49,415,100,200,100,100,1
"10362",0,0,49,415,80,40,140,100,1
"10363",0,0,49,415,140,20,120,100,1
"10364",0,0,49,415,120,80,100,100,1
"10365",0,0,49,415,100,140,100,60,0
"10366",0,0,49,415,160,0,100,100,1
"10367",0,0,49,415,120,0,140,140,1
"10368",0,0,49,415,120,120,140,40,0
"10369",0,0,49,415,140,140,120,80,0
"10370",0,0,49,415,80,80,140,40,0
"10371",0,0,49,415,120,120,140,80,0
"10372",0,0,49,415,100,20,100,100,1
"10373",0,0,49,415,120,0,140,100,1
"10374",0,0,49,415,160,80,140,160,1
"10375",0,0,49,415,200,0,180,20,1
"10376",0,0,21,416,140,140,120,180,0
"10377",0,0,21,416,140,0,120,140,1
"10378",0,0,21,416,140,120,80,80,0
"10379",0,0,21,416,140,100,100,40,0
"10380",0,0,21,416,100,140,100,200,0
"10381",0,0,21,416,80,0,140,100,1
"10382",0,0,21,416,160,40,120,80,1
"10383",0,0,21,416,120,40,140,100,1
"10384",0,0,21,416,140,160,160,120,1
"10385",0,0,21,416,100,100,200,0,0
"10386",0,0,21,416,100,200,100,100,1
"10387",0,0,21,416,80,40,140,100,1
"10388",0,0,21,416,140,20,120,100,1
"10389",0,0,21,416,120,80,100,100,1
"10390",0,0,21,416,100,140,100,60,1
"10391",0,0,21,416,160,0,100,100,1
"10392",0,0,21,416,120,0,140,140,1
"10393",0,0,21,416,120,120,140,40,0
"10394",0,0,21,416,140,140,120,80,0
"10395",0,0,21,416,80,80,140,40,1
"10396",0,0,21,416,120,120,140,80,0
"10397",0,0,21,416,100,20,100,100,1
"10398",0,0,21,416,120,0,140,100,1
"10399",0,0,21,416,160,80,140,160,1
"10400",0,0,21,416,200,0,180,20,1
"10401",0,0,38,417,140,140,120,180,0
"10402",0,0,38,417,140,0,120,140,1
"10403",0,0,38,417,140,120,80,80,0
"10404",0,0,38,417,140,100,100,40,0
"10405",0,0,38,417,100,140,100,200,0
"10406",0,0,38,417,80,0,140,100,1
"10407",0,0,38,417,160,40,120,80,1
"10408",0,0,38,417,120,40,140,100,1
"10409",0,0,38,417,140,160,160,120,1
"10410",0,0,38,417,100,100,200,0,0
"10411",0,0,38,417,100,200,100,100,1
"10412",0,0,38,417,80,40,140,100,1
"10413",0,0,38,417,140,20,120,100,1
"10414",0,0,38,417,120,80,100,100,1
"10415",0,0,38,417,100,140,100,60,0
"10416",0,0,38,417,160,0,100,100,1
"10417",0,0,38,417,120,0,140,140,1
"10418",0,0,38,417,120,120,140,40,0
"10419",0,0,38,417,140,140,120,80,0
"10420",0,0,38,417,80,80,140,40,0
"10421",0,0,38,417,120,120,140,80,0
"10422",0,0,38,417,100,20,100,100,1
"10423",0,0,38,417,120,0,140,100,1
"10424",0,0,38,417,160,80,140,160,1
"10425",0,0,38,417,200,0,180,20,1
"10426",0,0,30,418,140,140,120,180,0
"10427",0,0,30,418,140,0,120,140,1
"10428",0,0,30,418,140,120,80,80,0
"10429",0,0,30,418,140,100,100,40,0
"10430",0,0,30,418,100,140,100,200,0
"10431",0,0,30,418,80,0,140,100,1
"10432",0,0,30,418,160,40,120,80,1
"10433",0,0,30,418,120,40,140,100,1
"10434",0,0,30,418,140,160,160,120,0
"10435",0,0,30,418,100,100,200,0,0
"10436",0,0,30,418,100,200,100,100,1
"10437",0,0,30,418,80,40,140,100,1
"10438",0,0,30,418,140,20,120,100,1
"10439",0,0,30,418,120,80,100,100,0
"10440",0,0,30,418,100,140,100,60,0
"10441",0,0,30,418,160,0,100,100,1
"10442",0,0,30,418,120,0,140,140,1
"10443",0,0,30,418,120,120,140,40,0
"10444",0,0,30,418,140,140,120,80,0
"10445",0,0,30,418,80,80,140,40,0
"10446",0,0,30,418,120,120,140,80,0
"10447",0,0,30,418,100,20,100,100,1
"10448",0,0,30,418,120,0,140,100,1
"10449",0,0,30,418,160,80,140,160,1
"10450",0,0,30,418,200,0,180,20,1
"10451",0,1,29,419,140,140,120,180,0
"10452",0,1,29,419,140,0,120,140,1
"10453",0,1,29,419,140,120,80,80,0
"10454",0,1,29,419,140,100,100,40,0
